,molecule_chembl_id,pKi,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
329,CHEMBL3819220,6.585026652029182,347.18852904000005,0.34782608695652173,3,0,4,3,26,4,0,29.54,0.7736178513136426,4.272600000000004,2.373824631164066,1,1,2,2,0,2,0,1,1
330,CHEMBL3818167,5.736363931411892,347.18852904000005,0.34782608695652173,3,0,4,3,26,4,0,29.54,0.7736178513136426,4.272600000000004,2.433204590678235,1,1,2,2,0,2,0,1,1
331,CHEMBL3818084,7.537602002101044,347.18852904,0.34782608695652173,3,0,4,3,26,4,0,29.54,0.7736178513136426,4.272600000000004,2.3604776676013124,1,1,2,2,0,2,0,1,1
332,CHEMBL3819531,6.2564902352715706,377.199093724,0.375,4,0,4,4,28,5,0,38.77,0.7292364109220905,4.281200000000004,2.4480502797053987,1,1,2,2,0,2,0,1,1
333,CHEMBL3819574,4.763714722551971,377.19909372399997,0.375,4,0,4,4,28,5,0,38.77,0.7292364109220905,4.281200000000004,2.5162878865430063,1,1,2,2,0,2,0,1,1
334,CHEMBL489354,5.363512103646634,342.18310931199994,0.38095238095238093,4,3,2,4,25,10,0,77.76,0.42113002963586,4.9595000000000065,2.118057953403076,0,0,0,2,0,2,0,0,0
335,CHEMBL524100,5.232102383981909,358.178023932,0.38095238095238093,5,4,2,5,26,10,0,97.99000000000001,0.2811183938465369,4.665100000000006,2.270463841413081,0,0,0,2,0,2,0,0,0
336,CHEMBL3910142,7.823908740944319,452.257611644,0.3793103448275862,5,1,4,5,34,9,0,63.39,0.46506466611600056,4.960180000000005,3.3741009465591585,0,1,1,2,1,3,0,1,1
337,CHEMBL3921061,6.2839966563652006,311.115758024,0.1111111111111111,5,1,2,5,23,4,0,66.84,0.6943619992139872,3.348700000000002,2.115160686435372,0,0,0,2,0,2,0,0,0
338,CHEMBL4080105,6.318758762624412,436.272593012,0.4444444444444444,5,1,3,5,32,12,0,50.800000000000004,0.33882848395660387,5.772200000000006,2.082571889695446,0,1,1,2,0,2,0,1,1
339,CHEMBL4095908,6.060480747381382,409.17902697600005,0.23076923076923078,5,2,6,5,31,2,0,70.26,0.4235145532427707,5.3853000000000035,3.2130559714786457,1,1,2,2,2,4,0,0,0
340,CHEMBL4066365,5.050609993355087,230.05303734999998,0.4,2,0,1,4,14,5,0,26.3,0.7258903928996511,3.2946000000000017,3.272952887380727,0,0,0,1,0,1,0,0,0
341,CHEMBL4104952,5.575118363368933,372.14209182400003,0.05,2,2,4,7,27,1,0,29.9,0.15736254668566352,5.366700000000003,4.025817645829705,0,0,0,3,1,4,0,0,0
342,CHEMBL4080726,4.87942606879415,428.20469208000003,0.20833333333333334,2,0,4,7,31,4,0,7.12,0.15319536514320425,6.630700000000007,4.108321622154433,0,0,0,3,1,4,0,0,0
343,CHEMBL4077169,5.396855627379818,280.15756325999996,0.3333333333333333,3,0,4,3,21,1,0,15.71,0.7976367700631357,3.1895000000000016,2.2251197990922194,0,2,2,2,0,2,0,1,1
344,CHEMBL4065259,5.425968732272281,296.13471963999996,0.3333333333333333,2,0,4,3,21,1,0,6.48,0.7876851822462086,3.906100000000003,2.4339063995884977,0,2,2,2,0,2,0,1,1
345,CHEMBL4075825,5.476253533188435,262.121846448,0.125,4,0,4,4,20,1,0,33.95,0.6757628630054445,2.9971000000000014,2.4475888071254666,0,1,1,2,1,3,0,0,0
346,CHEMBL4088659,5.191789027075778,312.137496512,0.1,4,0,5,4,24,1,0,33.95,0.5292978128005903,4.150300000000003,2.348183833242455,0,1,1,3,1,4,0,0,0
347,CHEMBL4162224,4.223298816011589,150.013935812,0.125,1,0,2,2,10,0,0,17.07,0.5628501990812792,2.0736,2.3336608786118536,0,1,1,1,0,1,0,0,0
348,CHEMBL4166725,4.928117992693875,194.99901402,0.125,4,0,2,5,13,1,0,60.209999999999994,0.507447657908865,1.9818000000000005,2.672082057701134,0,1,1,1,0,1,0,0,0
349,CHEMBL4168617,4.250263684430939,497.01980272,0.3,7,3,5,11,31,0,0,111.61999999999999,0.5091370942780225,3.188600000000001,6.287535669616939,1,3,4,0,1,1,0,0,0
350,CHEMBL4160694,4.008773924307505,574.9303147879999,0.25,7,4,5,12,32,0,0,114.78000000000002,0.3774831258995832,3.479000000000001,6.069844956427997,1,3,4,0,1,1,0,0,0
351,CHEMBL462946,4.642065152999546,526.976223656,0.3,7,3,6,12,32,0,0,111.61999999999999,0.4771591640745789,3.241600000000001,6.464344569743567,0,5,5,0,1,1,0,1,1
352,CHEMBL4167524,7.4301581005962385,391.12758566,0.5,4,0,3,6,26,6,0,42.68,0.4015966480346613,4.764420000000005,2.448609797155969,0,1,1,1,1,2,0,1,1
353,CHEMBL4171520,5.411168274405792,340.13578226,0.3333333333333333,5,4,4,6,24,2,0,72.2,0.7302609474094177,2.9406000000000008,3.262017480260548,1,1,2,1,1,2,0,0,0
354,CHEMBL4174958,6.8326826652518236,388.035729644,0.29411764705882354,4,4,4,6,23,1,0,62.97,0.649666403900705,3.6945000000000014,3.3685036830540316,1,1,2,1,1,2,0,0,0
355,CHEMBL4207101,8.006563769502389,384.139782256,0.25,6,2,4,8,28,5,0,76.02000000000001,0.7081524995388476,2.3492000000000006,2.370049275431894,0,1,1,2,1,3,0,0,0
356,CHEMBL4210729,8.48412615628832,580.2241185959999,0.2647058823529412,7,2,6,8,42,9,0,85.25,0.197881231104401,6.370800000000005,2.643872092269275,1,0,1,3,2,5,0,0,0
357,CHEMBL4292643,4.376750709602099,477.940677664,0.2,6,3,2,9,24,6,0,83.44000000000001,0.1878156239044712,-5.079699999999994,3.5506849674515575,0,0,0,0,2,2,0,0,0
358,CHEMBL4284764,4.443697499232713,491.956327728,0.25,6,3,2,9,25,7,0,83.44000000000001,0.13341146291519165,-4.689599999999993,3.5110863682087894,0,0,0,0,2,2,0,0,0
359,CHEMBL4289221,4.619788758288394,489.940677664,0.125,6,3,2,9,25,6,0,83.44000000000001,0.13938678658345421,-4.9135999999999935,3.873696471538296,0,0,0,0,2,2,0,0,0
360,CHEMBL4281350,4.6777807052660805,511.90170531199993,0.2,6,3,2,10,25,6,0,83.44000000000001,0.17651054949845477,-4.426299999999995,3.7029001872255938,0,0,0,0,2,2,0,0,0
361,CHEMBL4285826,4.920818753952375,525.917355376,0.25,6,3,2,10,26,7,0,83.44000000000001,0.12611435638565002,-4.036199999999995,3.6602415295974398,0,0,0,0,2,2,0,0,0
362,CHEMBL4277895,4.657577319177793,523.9017053120001,0.125,6,3,2,10,26,6,0,83.44000000000001,0.13137224649454016,-4.260199999999995,3.995545208527206,0,0,0,0,2,2,0,0,0
363,CHEMBL33051,4.6020599913279625,358.05994573199996,0.14285714285714285,7,3,2,9,23,6,0,92.67,0.232729304652785,-6.191599999999993,3.771689897043313,0,0,0,0,2,2,0,0,0
364,CHEMBL397871,4.136677139879544,443.97965001600005,0.2,6,3,2,8,23,6,0,83.44000000000001,0.2008810656798537,-5.733099999999994,3.38415391689443,0,0,0,0,2,2,0,0,0
365,CHEMBL238977,4.045757490560675,455.97965001600005,0.125,6,3,2,8,24,6,0,83.44000000000001,0.14898883232681154,-5.566999999999994,3.712318011090611,0,0,0,0,2,2,0,0,0
366,CHEMBL4292235,6.721246399047171,420.16852186799997,0.20833333333333334,7,1,3,7,31,7,0,88.85,0.46509866743931905,3.471720000000002,2.359566303071894,0,0,0,2,1,3,0,0,0
367,CHEMBL4284495,7.958607314841775,451.19948764799994,0.38461538461538464,7,0,4,7,33,8,0,78.21000000000001,0.4734267914217271,4.269300000000004,2.3244248510661354,0,1,1,2,1,3,0,1,1
368,CHEMBL4286799,7.2441251443275085,390.1943426919999,0.3333333333333333,5,1,4,5,29,6,0,62.550000000000004,0.694938683383289,3.8251000000000026,2.095529717901316,0,1,1,2,1,3,0,1,1
369,CHEMBL4277548,7.920818753952375,435.1794208999999,0.3333333333333333,8,1,4,8,32,7,0,105.69000000000001,0.44773203862141125,3.7333000000000025,2.31468264540597,0,1,1,2,1,3,0,1,1
370,CHEMBL4292477,7.207608310501746,405.20524172399996,0.3333333333333333,6,3,4,6,30,6,0,88.57,0.6137703303618082,3.407300000000002,2.2595339796877933,0,1,1,2,1,3,0,1,1
371,CHEMBL4287970,7.4089353929735005,450.21547205999997,0.38461538461538464,7,1,4,7,33,8,0,81.01,0.5616599644202526,3.8423000000000025,2.2733500332523704,0,1,1,2,1,3,0,1,1
372,CHEMBL4284165,7.958607314841775,420.2049073759999,0.36,6,2,4,6,31,7,0,82.78,0.5662994047237446,3.9208000000000034,2.274140626679321,0,1,1,2,1,3,0,1,1
373,CHEMBL4294783,7.6777807052660805,464.23112212399997,0.4074074074074074,7,1,4,7,34,9,0,81.01,0.47748473679889875,4.232400000000004,2.3026847030980555,0,1,1,2,1,3,0,1,1
374,CHEMBL4293801,7.221848749616356,449.23145647199993,0.38461538461538464,7,2,4,7,33,8,0,83.66000000000001,0.5492989450093437,3.5774000000000026,2.3161696283940696,0,1,1,2,1,3,0,1,1
375,CHEMBL4283390,5.494850021680094,476.3402786479999,0.5161290322580645,4,2,3,4,35,7,0,52.57000000000001,0.45352689621322334,6.418900000000008,2.5117275441533238,0,1,1,2,0,2,0,1,1
376,CHEMBL4292766,5.853871964321762,494.33085683599995,0.5161290322580645,4,2,3,5,36,7,0,52.57000000000001,0.42881797026168705,6.558000000000008,2.6143207458269373,0,1,1,2,0,2,0,1,1
377,CHEMBL362378,5.131355561605174,322.12050905599995,0.15,4,2,3,4,24,3,0,66.76,0.6570141963292949,4.178100000000004,2.6408670175376656,0,1,1,2,0,2,0,0,0
378,CHEMBL3417009,7.795880017344075,392.223055976,0.6818181818181818,4,2,3,5,27,7,0,55.56,0.5122893755677398,5.186000000000005,2.36485822957029,1,1,2,1,0,1,1,1,2
379,CHEMBL4582736,6.200659450546418,422.23179081999996,0.4166666666666667,7,0,4,7,31,5,0,57.61,0.740972729290766,3.153200000000002,2.732210620675602,0,2,2,2,0,2,0,1,1
380,CHEMBL4458648,6.917214629683549,362.156517704,0.23809523809523808,4,3,4,5,26,4,0,48.98,0.48173142730869917,4.104800000000003,2.251367751201922,1,0,1,2,1,3,0,0,0
381,CHEMBL4444497,6.056011124926228,414.13463489599997,0.18181818181818182,6,3,3,7,29,8,0,74.97,0.48360854344751564,5.352400000000005,2.157619705761375,0,0,0,3,0,3,0,0,0
382,CHEMBL4579543,7.216167856615559,363.03251964,0.0,8,3,3,10,25,2,0,132.08999999999997,0.6694739657264066,0.16479999999999922,2.4761713719232485,0,0,0,2,1,3,0,0,0
383,CHEMBL4444582,7.216167856615559,363.03251964,0.0,8,3,3,10,25,2,0,132.08999999999997,0.6694739657264066,0.16479999999999967,2.379802141154018,0,0,0,2,1,3,0,0,0
384,CHEMBL4524569,7.216167856615559,390.02701965999995,0.0,11,3,3,12,27,3,0,175.23,0.46450600964660715,-0.06610000000000049,2.5788446130498226,0,0,0,2,1,3,0,0,0
385,CHEMBL4453373,7.216167856615559,390.02701965999995,0.0,11,3,3,12,27,3,0,175.23,0.46450600964660715,-0.06610000000000005,2.4869004613111514,0,0,0,2,1,3,0,0,0
386,CHEMBL4541764,7.216167856615559,389.03177069199995,0.0,10,4,3,11,27,3,0,169.38999999999996,0.5530736002259526,-0.2760999999999998,2.406490345399664,0,0,0,2,1,3,0,0,0
387,CHEMBL4456083,7.053056729302175,631.3886258080001,0.425,7,1,6,7,47,15,0,72.28,0.11720208518822493,8.607300000000006,2.838188673141323,1,0,1,3,2,5,0,0,0
388,CHEMBL4441666,8.430626090384955,603.35732568,0.39473684210526316,7,2,6,7,45,13,0,81.07,0.13467422919945157,7.730900000000008,2.7653928254436586,1,0,1,3,2,5,0,0,0
389,CHEMBL4447210,7.777283528852417,681.317117744,0.41025641025641024,7,2,6,9,48,16,0,81.07,0.07966146966899566,8.722200000000004,3.04681527945327,1,0,1,3,2,5,0,0,0
390,CHEMBL4474399,6.889410289700751,419.246043916,0.4444444444444444,4,0,4,4,31,9,0,42.68,0.3877024521636545,6.193520000000007,2.1839743713961433,0,1,1,2,1,3,0,1,1
391,CHEMBL4583534,7.0,348.181333396,0.4,2,1,3,5,25,5,0,15.27,0.8581894563847011,4.459600000000004,1.8460858515612593,0,1,1,2,0,2,0,1,1
392,CHEMBL4648322,7.718966632752272,436.1998219959999,0.36,7,2,4,7,32,7,0,89.80000000000001,0.5422986402808435,4.097300000000003,3.031009733880686,1,0,1,2,1,3,1,0,1
393,CHEMBL2314726,7.029653123769907,436.1998219959999,0.36,7,2,4,7,32,7,0,89.80000000000001,0.5422986402808435,4.097300000000003,3.031009733880686,1,0,1,2,1,3,1,0,1
394,CHEMBL4759108,7.522878745280337,343.12446653999996,0.23529411764705882,6,0,4,8,25,3,0,58.290000000000006,0.7288057319554107,2.7364000000000006,2.3317212045644187,0,1,1,1,2,3,0,1,1
395,CHEMBL4792387,4.292429823902063,253.15789760799998,0.375,3,0,3,3,19,2,0,29.020000000000003,0.8219663505836768,3.3004000000000016,2.5980814100482714,0,1,1,0,2,2,0,1,1
396,CHEMBL4760940,6.769551078621726,289.096359972,0.0,6,1,4,6,22,3,0,76.73,0.6223900752614803,3.423400000000001,2.203745734809134,0,0,0,2,2,4,0,0,0
397,CHEMBL4793341,7.638272163982407,350.160597952,0.3684210526315789,3,1,3,6,25,6,0,24.5,0.8537742521548037,3.9493000000000027,2.372896614788308,0,1,1,2,0,2,0,1,1
398,CHEMBL4752175,9.341035157335565,559.060604912,0.2222222222222222,5,0,6,9,36,4,0,40.8,0.3604991811597504,2.6895000000000024,4.353806430730271,0,2,2,2,2,4,0,0,0
399,CHEMBL4790545,6.6777807052660805,402.2307282,0.34615384615384615,4,1,4,4,30,7,0,41.57,0.6123425964498369,4.880500000000005,1.949076480290639,0,1,1,3,0,3,0,1,1
400,CHEMBL4754487,9.167491087293763,547.260169756,0.4375,6,3,5,7,39,11,0,83.48,0.17346376102575098,7.277200000000008,4.311933926437834,2,0,2,2,1,3,0,0,0
401,CHEMBL4751100,9.87942606879415,579.3227700120001,0.5588235294117647,6,3,5,7,41,14,0,75.64,0.16798888987473534,7.997300000000008,3.4665444164160544,1,1,2,2,1,3,0,0,0
402,CHEMBL4790766,8.096910013008056,617.171097044,0.35714285714285715,12,1,4,14,42,9,0,140.26,0.35284446601519764,3.768620000000003,2.630836024521308,0,1,1,2,1,3,0,1,1
403,CHEMBL4800260,6.301029995663981,504.21797059600004,0.3,5,0,5,6,36,6,0,38.77,0.38008853205037574,1.9970000000000014,2.8766783764316273,1,1,2,3,0,3,0,1,1
404,CHEMBL4791075,6.0,582.1284826640001,0.3,5,0,5,7,37,6,0,38.77,0.3305733528043088,2.650400000000002,2.9648933943238376,1,1,2,3,0,3,0,1,1
405,CHEMBL4783427,6.404503778174426,648.356322636,0.34146341463414637,7,1,5,7,48,19,0,75.38,0.09000033912228345,8.527800000000006,2.7891195651675567,0,0,0,4,1,5,0,0,0
406,CHEMBL4868687,4.995678626217358,288.07217687200006,0.25,5,1,1,8,20,4,0,67.75999999999999,0.3984149965314843,2.06732,2.439241484796373,0,0,0,1,0,1,0,0,0
407,CHEMBL1995010,6.409269594207309,278.043521688,0.14285714285714285,2,0,2,4,18,4,0,34.14,0.8010909629530139,3.6171200000000026,1.976489634136712,0,0,0,2,0,2,0,0,0
408,CHEMBL4845755,6.485585079419631,296.034099876,0.14285714285714285,2,0,2,5,19,4,0,34.14,0.805711752809419,3.7562200000000026,2.0639252860499173,0,0,0,2,0,2,0,0,0
409,CHEMBL4863431,6.146058554119509,312.004549336,0.14285714285714285,2,0,2,5,19,4,0,34.14,0.7906017965443044,4.270520000000004,2.057179857893166,0,0,0,2,0,2,0,0,0
410,CHEMBL4867081,6.599634726650061,323.028599896,0.14285714285714285,5,0,2,7,21,5,0,77.28,0.47774148882725437,3.5253200000000025,2.194850782235884,0,0,0,2,0,2,0,0,0
411,CHEMBL4858117,6.781202001888262,303.038770656,0.13333333333333333,3,0,2,5,20,4,0,57.93,0.8112786695502334,3.488800000000002,2.2277660701167132,0,0,0,2,0,2,0,0,0
412,CHEMBL4868918,6.830031826003108,346.030906316,0.2,2,0,2,7,22,4,0,34.14,0.7567496077732279,4.635920000000003,2.212184126417526,0,0,0,2,0,2,0,0,0
413,CHEMBL4860610,6.702896349850743,362.02582093600006,0.2,3,0,2,8,23,5,0,43.370000000000005,0.7339594597792458,4.515720000000003,2.272056256490316,0,0,0,2,0,2,0,0,0
414,CHEMBL4875944,6.660151216962364,308.05408637200003,0.2,3,0,2,5,20,5,0,43.370000000000005,0.7912361296575032,3.625720000000003,2.024366070116713,0,0,0,2,0,2,0,0,0
415,CHEMBL4871975,7.59176003468815,320.09047188,0.29411764705882354,2,0,2,4,21,5,0,34.14,0.7461936206301543,4.7405200000000045,2.128871471891056,0,0,0,2,0,2,0,0,0
416,CHEMBL4852721,6.803271277376713,334.106121944,0.3333333333333333,2,0,2,4,22,4,0,34.14,0.7446970893228468,4.914620000000005,2.1793572033406026,0,0,0,2,0,2,0,0,0
417,CHEMBL4856400,7.638083381331357,641.2454940040002,0.4117647058823529,6,5,6,9,43,11,0,95.83000000000001,0.0989192347683144,7.867600000000005,5.820165392956953,0,2,2,2,2,4,0,0,0
418,CHEMBL4849905,6.920818753952375,426.278347088,0.42857142857142855,4,1,5,4,32,6,0,41.05,0.5459035755576623,5.7366000000000055,2.4031828962420896,1,1,2,2,1,3,0,1,1
419,CHEMBL5089821,4.508638306165727,511.1454013879999,0.4166666666666667,9,1,5,12,36,4,0,109.52000000000002,0.6159349702581665,1.5168999999999995,5.54137696739284,0,3,3,2,0,2,0,0,0
420,CHEMBL5076804,5.200659450546418,509.1297513239999,0.4166666666666667,9,0,6,12,36,2,0,98.52000000000002,0.5665628824414981,1.8824999999999994,5.679704424221725,0,4,4,2,0,2,0,0,0
421,CHEMBL5080190,4.87942606879415,396.1441638440899,0.3181818181818182,7,1,5,7,29,4,0,70.26000000000002,0.6839694288681741,2.597200000000001,3.2832295183701605,0,2,2,2,1,3,0,0,0
422,CHEMBL5085317,4.863279432843593,397.152537456,0.45454545454545453,7,0,6,7,29,2,0,58.62000000000001,0.77221139353125,2.9545000000000012,3.6234861824858333,0,4,4,2,0,2,0,0,0
423,CHEMBL5082824,5.698970004336019,417.17516471999994,0.34782608695652173,5,1,3,7,30,10,0,62.910000000000004,0.49739125548517155,4.341400000000004,2.4746771096612683,0,0,0,2,1,3,0,0,0
424,CHEMBL5194943,7.09366495819491,460.98673085200005,0.10526315789473684,5,2,4,8,27,4,0,75.76,0.619945133130807,4.513700000000004,2.7696462155745625,0,1,1,2,1,3,0,0,0
425,CHEMBL5177448,4.455931955649724,461.9702282040001,0.2,6,3,2,9,24,6,0,83.44000000000001,0.1936876185062044,-5.593999999999994,3.5810664578361724,0,0,0,0,2,2,0,0,0
426,CHEMBL5171026,4.552841968657781,479.96080639200005,0.2,6,3,2,10,25,6,0,83.44000000000001,0.18670554216276272,-5.454899999999994,3.762082005407411,0,0,0,0,2,2,0,0,0
427,CHEMBL5173381,4.356547323513812,475.9858782680001,0.25,6,3,2,9,25,7,0,83.44000000000001,0.13729984216913255,-5.203899999999994,3.540107493352302,0,0,0,0,2,2,0,0,0
428,CHEMBL5184063,4.200659450546418,493.97645645600005,0.25,6,3,2,10,26,7,0,83.44000000000001,0.13242576358010272,-5.064799999999994,3.7168502252496145,0,0,0,0,2,2,0,0,0
429,CHEMBL595504,4.443697499232713,473.9702282040001,0.125,6,3,2,9,25,6,0,83.44000000000001,0.1436285882526714,-5.427899999999994,3.9027175966818097,0,0,0,0,2,2,0,0,0
430,CHEMBL5206644,4.167491087293763,491.96080639200005,0.125,6,3,2,10,26,6,0,83.44000000000001,0.13848711503428152,-5.288799999999994,4.052153904179381,0,0,0,0,2,2,0,0,0
431,CHEMBL3758997,5.5951662833800615,431.87788737999995,0.0,5,3,2,8,21,3,0,92.75000000000001,0.7267187552260902,3.3152000000000017,2.459035523266177,0,0,0,2,0,2,0,0,0
432,CHEMBL5196990,7.1095789811990855,355.983025376,0.07692307692307693,5,4,2,7,20,4,0,92.42,0.7836053899137541,2.414200000000001,2.0218604107760534,0,0,0,2,0,2,0,0,0
433,CHEMBL5181066,7.6777807052660805,387.92840295999997,0.0,5,3,2,8,21,3,0,92.75000000000001,0.7894294163459662,3.206100000000001,2.4321934180030187,0,0,0,2,0,2,0,0,0
434,CHEMBL5170213,7.678194516142461,312.03354095599997,0.07692307692307693,5,4,2,7,20,4,0,92.42,0.807393035715163,2.3051000000000004,1.9640136974893405,0,0,0,2,0,2,0,0,0
435,CHEMBL433041,7.0,359.2572772960001,0.6666666666666666,5,1,3,5,26,7,0,44.81,0.7441546076205052,4.114500000000003,3.3006679812462068,0,2,2,1,0,1,0,1,1
436,CHEMBL5219123,9.58335949266172,327.147058152,0.3157894736842105,5,1,3,5,24,5,0,56.790000000000006,0.9166916155947024,3.0974000000000013,2.5501706575180734,1,0,1,2,0,2,0,0,0
437,CHEMBL5220695,6.920818753952375,377.23145647200005,0.6,7,3,2,7,27,6,0,90.89999999999999,0.5223843641671622,3.3450000000000015,2.079621346453406,0,1,1,1,0,1,0,1,1
438,CHEMBL5219239,6.769551078621726,391.247106536,0.6190476190476191,7,3,2,7,28,6,0,90.9,0.5076392646799559,3.7335000000000025,2.6516464797178845,0,1,1,1,0,1,0,1,1
439,CHEMBL5218804,9.578396073130168,311.152143532,0.3157894736842105,4,1,3,4,23,4,0,47.56,0.9401471989083149,3.478900000000002,2.423278205546465,1,0,1,2,0,2,0,0,0
440,CHEMBL5219425,5.455931955649724,368.09607604000007,0.9230769230769231,4,0,2,5,18,3,0,29.540000000000003,0.4584132488309809,-1.2923999999999967,4.476639272676961,0,2,2,0,0,0,0,2,2
441,CHEMBL193996,6.0,246.136827816,0.5,4,1,4,4,18,2,0,41.57,0.8704308491340179,2.3293,3.2236524257974235,0,3,3,1,0,1,0,3,3
